"","foo.cont","foo.e","foo.value"
"6034","Australia","Lower.Respiratory.Infections",9.44
"1399","Senegal","Digestive.Diseases",9.44
"1095","South Korea","Chronic.Kidney.Disease",9.45
"5952","Bahamas","Alzheimer.s.Disease.and.Other.Dementias",9.45
"1406","Senegal","Diabetes.Mellitus",9.47
"3193","Libya","Alzheimer.s.Disease.and.Other.Dementias",9.48
"2889","Marshall Islands","Chronic.Respiratory.Diseases",9.52
"2907","Marshall Islands","HIV.AIDS",9.52
"3014","Malaysia","Road.Injuries",9.52
"4376","Finland","Cirrhosis.and.Other.Chronic.Liver.Diseases",9.52
"2949","Mali","Digestive.Diseases",9.53
"4499","Estonia","Digestive.Diseases",9.56
"3244","Lesotho","Lower.Respiratory.Infections",9.56999999999999
"100","Vietnam","Road.Injuries",9.57
"4750","Djibouti","Road.Injuries",9.6
"1601","Saint Lucia","Lower.Respiratory.Infections",9.68
"3296","Latvia","Chronic.Kidney.Disease",9.7
"2115","Oman","Road.Injuries",9.7
"6300","Afghanistan","Road.Injuries",9.71
"3699","Iraq","Chronic.Kidney.Disease",9.72
"4812","Democratic Republic of Congo","Road.Injuries",9.75
"2577","Mozambique","Digestive.Diseases",9.76
"1395","Serbia","Alzheimer.s.Disease.and.Other.Dementias",9.78
"5060","Congo","Road.Injuries",9.78
"4614","El Salvador","Interpersonal.Violence",9.79
"4762","Djibouti","Neonatal.Disorders",9.8
"947","Suriname","Self.harm",9.8
"5538","Brazil","Lower.Respiratory.Infections",9.82
"5989","Austria","Chronic.Respiratory.Diseases",9.82
"2004","Panama","Lower.Respiratory.Infections",9.83
"4457","Ethiopia","HIV.AIDS",9.84
"1664","Rwanda","Cardiovascular.Diseases",9.84
"5590","Bosnia and Herzegovina","Chronic.Kidney.Disease",9.85
"2453","Nepal","Digestive.Diseases",9.86
"2515","Namibia","Digestive.Diseases",9.87
"4856","Czechia","Lower.Respiratory.Infections",9.87
"3571","Jamaica","Chronic.Respiratory.Diseases",9.9
"3726","Iran","Chronic.Respiratory.Diseases",9.9
"4037","Guatemala","Road.Injuries",9.93
"3073","Madagascar","Digestive.Diseases",9.95
"823","Taiwan","Self.harm",9.99
"4681","Ecuador","Alzheimer.s.Disease.and.Other.Dementias",9.99
"5342","Cameroon","Chronic.Kidney.Disease",9.99
"1067","South Sudan","Neoplasms",10
"5064","Congo","Diabetes.Mellitus",10
"4712","Dominican Republic","Alzheimer.s.Disease.and.Other.Dementias",10.04
"692","Timor","Chronic.Kidney.Disease",10.05
"2232","North Macedonia","Alzheimer.s.Disease.and.Other.Dementias",10.07
"4500","Estonia","Cirrhosis.and.Other.Chronic.Liver.Diseases",10.08
"961","Suriname","Alzheimer.s.Disease.and.Other.Dementias",10.13
"5447","Burkina Faso","Tuberculosis",10.14
"4585","Equatorial Guinea","Malaria",10.15
"2548","Myanmar","Chronic.Respiratory.Diseases",10.15
"1185","Solomon Islands","Road.Injuries",10.17
"3916","Haiti","Chronic.Kidney.Disease",10.18
"6241","Algeria","Chronic.Kidney.Disease",10.18
"4753","Djibouti","Chronic.Kidney.Disease",10.19
"5755","Belize","Lower.Respiratory.Infections",10.19
"1709","Romania","Digestive.Diseases",10.2
"3110","Luxembourg","Chronic.Kidney.Disease",10.21
"99","Vietnam","Chronic.Respiratory.Diseases",10.27
"1153","Somalia","Chronic.Respiratory.Diseases",10.28
"2547","Myanmar","Cirrhosis.and.Other.Chronic.Liver.Diseases",10.29
"1747","Qatar","Diabetes.Mellitus",10.31
"3228","Lesotho","Digestive.Diseases",10.31
"4809","Democratic Republic of Congo","Digestive.Diseases",10.31
"5233","Chad","Maternal.Disorders",10.31
"1195","Solomon Islands","Self.harm",10.31
"1467","Sao Tome and Principe","Chronic.Kidney.Disease",10.31
"4688","Dominican Republic","Road.Injuries",10.36
"5544","Brazil","Interpersonal.Violence",10.36
"3972","Guinea-Bissau","Digestive.Diseases",10.36
"6018","Australia","Digestive.Diseases",10.37
"4065","Guam","Digestive.Diseases",10.4
"533","Tunisia","Chronic.Respiratory.Diseases",10.41
"4964","Cote d'Ivoire","Digestive.Diseases",10.43
"3265","Lebanon","Chronic.Kidney.Disease",10.44
"1928","Paraguay","Chronic.Respiratory.Diseases",10.45
"4871","Cyprus","Digestive.Diseases",10.48
"4154","Greenland","Alzheimer.s.Disease.and.Other.Dementias",10.51
"2816","Mexico","Interpersonal.Violence",10.54
"103","Vietnam","Chronic.Kidney.Disease",10.57
"985","Sudan","HIV.AIDS",10.58
"1698","Russia","HIV.AIDS",10.59
"1897","Peru","Chronic.Respiratory.Diseases",10.6
"4656","Ecuador","Chronic.Respiratory.Diseases",10.62
"3786","India","Digestive.Diseases",10.63
"3854","Hungary","Chronic.Kidney.Disease",10.67
"538","Tunisia","Diabetes.Mellitus",10.67
"5119","Colombia","Digestive.Diseases",10.69
"4158","Greece","Digestive.Diseases",10.7
"4707","Dominican Republic","Interpersonal.Violence",10.73
"1585","Saint Lucia","Digestive.Diseases",10.75
"1988","Panama","Digestive.Diseases",10.75
"5832","Barbados","Digestive.Diseases",10.75
"5497","Brunei","Chronic.Kidney.Disease",10.77
"5460","Bulgaria","Digestive.Diseases",10.78
"2236","North Korea","Digestive.Diseases",10.8
"4282","Gambia","Digestive.Diseases",10.83
"6157","Angola","Neonatal.Disorders",10.84
"1043","Spain","Lower.Respiratory.Infections",10.86
"4","Zimbabwe","Digestive.Diseases",10.86
"4629","Egypt","Chronic.Kidney.Disease",10.86
"4486","Eswatini","Tuberculosis",10.88
"4794","Denmark","Lower.Respiratory.Infections",10.89
"5740","Belize","Cirrhosis.and.Other.Chronic.Liver.Diseases",10.92
"3221","Liberia","Malaria",10.92
"3819","Iceland","Chronic.Respiratory.Diseases",10.93
"5679","Bermuda","Chronic.Respiratory.Diseases",10.93
"2459","Nepal","Chronic.Kidney.Disease",10.94
"5507","Brunei","Lower.Respiratory.Infections",11
"4532","Eritrea","Chronic.Respiratory.Diseases",11.02
"4536","Eritrea","Chronic.Kidney.Disease",11.02
"1630","Saint Kitts and Nevis","Alcohol.Use.Disorders",11.04
"1623","Saint Kitts and Nevis","Diabetes.Mellitus",11.05
"3399","Kuwait","Lower.Respiratory.Infections",11.07
"352","United Arab Emirates","Diabetes.Mellitus",11.08
"2051","Palau","Cirrhosis.and.Other.Chronic.Liver.Diseases",11.09
"2050","Palau","Digestive.Diseases",11.1
"2070","Palau","HIV.AIDS",11.1
"2066","Palau","Lower.Respiratory.Infections",11.1
"2646","Montenegro","Diabetes.Mellitus",11.14
"2666","Montenegro","Alzheimer.s.Disease.and.Other.Dementias",11.14
"36","Zambia","Cirrhosis.and.Other.Chronic.Liver.Diseases",11.15
"5742","Belize","Road.Injuries",11.16
"779","Tajikistan","Digestive.Diseases",11.17
"5280","Cape Verde","Chronic.Kidney.Disease",11.19
"3756","Indonesia","Cirrhosis.and.Other.Chronic.Liver.Diseases",11.21
"3647","Israel","Lower.Respiratory.Infections",11.24
"3416","Kiribati","Chronic.Respiratory.Diseases",11.24
"1866","Philippines","Chronic.Respiratory.Diseases",11.25
"5057","Congo","Digestive.Diseases",11.25
"162","Vanuatu","Road.Injuries",11.26
"5125","Colombia","Chronic.Kidney.Disease",11.31
"5053","Cook Islands","Alzheimer.s.Disease.and.Other.Dementias",11.35
"5046","Cook Islands","HIV.AIDS",11.36
"5274","Cape Verde","Digestive.Diseases",11.36
"1154","Somalia","Road.Injuries",11.37
"6204","American Samoa","Digestive.Diseases",11.39
"6145","Angola","Road.Injuries",11.42
"2920","Malta","Chronic.Respiratory.Diseases",11.45
"5429","Burkina Faso","Digestive.Diseases",11.47
"1173","Somalia","Interpersonal.Violence",11.5
"2673","Mongolia","Road.Injuries",11.54
"5652","Bhutan","Chronic.Kidney.Disease",11.56
"3017","Malaysia","Chronic.Kidney.Disease",11.58
"2610","Morocco","Chronic.Respiratory.Diseases",11.6
"1960","Papua New Guinea","Road.Injuries",11.61
"5240","Chad","Meningitis",11.61
"4481","Eswatini","Self.harm",11.62
"5925","Bahamas","Digestive.Diseases",11.63
"3602","Italy","Chronic.Respiratory.Diseases",11.71
"5188","Chile","Diabetes.Mellitus",11.72
"1182","Solomon Islands","Digestive.Diseases",11.72
"4205","Ghana","Lower.Respiratory.Infections",11.74
"5236","Chad","Malaria",11.75
"5770","Belgium","Digestive.Diseases",11.75
"1152","Somalia","Cirrhosis.and.Other.Chronic.Liver.Diseases",11.76
"3961","Guyana","HIV.AIDS",11.78
"1990","Panama","Chronic.Respiratory.Diseases",11.82
"124","Vietnam","Alzheimer.s.Disease.and.Other.Dementias",11.83
"3463","Kenya","Tuberculosis",11.86
"5336","Cameroon","Digestive.Diseases",11.86
"1508","San Marino","Lower.Respiratory.Infections",11.89
"5708","Benin","Digestive.Diseases",11.9
"5566","Botswana","Self.harm",11.91
"3172","Libya","Chronic.Kidney.Disease",11.92
"351","United Arab Emirates","Chronic.Kidney.Disease",11.97
"4877","Cyprus","Chronic.Kidney.Disease",11.98
"4630","Egypt","Diabetes.Mellitus",11.99
"4300","Gambia","Tuberculosis",11.99
"5432","Burkina Faso","Road.Injuries",12
"3925","Haiti","Neonatal.Disorders",12.01
"396","Ukraine","HIV.AIDS",12.02
"4468","Eswatini","Digestive.Diseases",12.04
"5259","Central African Republic","Lower.Respiratory.Infections",12.05
"4320","Gabon","Diabetes.Mellitus",12.05
"2298","Nigeria","Digestive.Diseases",12.07
"3700","Iraq","Diabetes.Mellitus",12.11
"2924","Malta","Chronic.Kidney.Disease",12.12
"5937","Bahamas","Exposure.to.Forces.of.Nature",12.12
"1953","Paraguay","Alzheimer.s.Disease.and.Other.Dementias",12.13
"2174","Northern Mariana Islands","Digestive.Diseases",12.13
"2087","Pakistan","Chronic.Kidney.Disease",12.13
"268","United States Virgin Islands","Lower.Respiratory.Infections",12.16
"1849","Poland","Lower.Respiratory.Infections",12.18
"4939","Croatia","Chronic.Kidney.Disease",12.21
"4763","Djibouti","Lower.Respiratory.Infections",12.22
"6142","Angola","Digestive.Diseases",12.23
"1436","Saudi Arabia","Chronic.Kidney.Disease",12.23
"5528","Brazil","Chronic.Kidney.Disease",12.24
"2428","Netherlands","Chronic.Kidney.Disease",12.27
"2397","New Zealand","Chronic.Kidney.Disease",12.29
"4996","Costa Rica","Cirrhosis.and.Other.Chronic.Liver.Diseases",12.29
"4189","Ghana","Digestive.Diseases",12.31
"6080","Argentina","Digestive.Diseases",12.35
"5759","Belize","HIV.AIDS",12.37
"5870","Bangladesh","Diabetes.Mellitus",12.4
"780","Tajikistan","Cirrhosis.and.Other.Chronic.Liver.Diseases",12.4
"1023","Sri Lanka","Alzheimer.s.Disease.and.Other.Dementias",12.43
"5181","Chile","Digestive.Diseases",12.46
"4657","Ecuador","Road.Injuries",12.47
"1554","Saint Vincent and the Grenadines","Digestive.Diseases",12.51
"69","Yemen","Road.Injuries",12.52
"786","Tajikistan","Diabetes.Mellitus",12.58
"1126","South Africa","Chronic.Kidney.Disease",12.59
"5374","Cambodia","Diabetes.Mellitus",12.6
"5945","Bahamas","HIV.AIDS",12.6
"5741","Belize","Chronic.Respiratory.Diseases",12.61
"3751","Iran","Alzheimer.s.Disease.and.Other.Dementias",12.65
"2263","North Korea","Alzheimer.s.Disease.and.Other.Dementias",12.68
"1374","Serbia","Chronic.Kidney.Disease",12.7
"4072","Guam","Diabetes.Mellitus",12.71
"5311","Canada","Chronic.Kidney.Disease",12.71
"2615","Morocco","Diabetes.Mellitus",12.72
"4686","Dominican Republic","Cirrhosis.and.Other.Chronic.Liver.Diseases",12.73
"872","Switzerland","Digestive.Diseases",12.73
"718","Thailand","Cirrhosis.and.Other.Chronic.Liver.Diseases",12.75
"3631","Israel","Digestive.Diseases",12.75
"5230","Chad","Tuberculosis",12.75
"5407","Burundi","Neoplasms",12.77
"175","Vanuatu","Lower.Respiratory.Infections",12.79
"2821","Mexico","Alzheimer.s.Disease.and.Other.Dementias",12.85
"2329","Niger","Digestive.Diseases",12.86
"3757","Indonesia","Chronic.Respiratory.Diseases",12.91
"4392","Finland","Cardiovascular.Diseases",12.96
"4984","Cote d'Ivoire","HIV.AIDS",12.96
"3514","Jordan","Diabetes.Mellitus",12.98
"4784","Denmark","Chronic.Kidney.Disease",12.99
"3958","Guyana","Cardiovascular.Diseases",13.04
"3513","Jordan","Chronic.Kidney.Disease",13.07
"159","Vanuatu","Digestive.Diseases",13.1
"5343","Cameroon","Diabetes.Mellitus",13.11
"5369","Cambodia","Chronic.Respiratory.Diseases",13.11
"253","United States Virgin Islands","Cirrhosis.and.Other.Chronic.Liver.Diseases",13.17
"537","Tunisia","Chronic.Kidney.Disease",13.17
"11","Zimbabwe","Diabetes.Mellitus",13.18
"4655","Ecuador","Cirrhosis.and.Other.Chronic.Liver.Diseases",13.19
"655","Togo","Digestive.Diseases",13.2
"4067","Guam","Chronic.Respiratory.Diseases",13.28
"1529","Samoa","Chronic.Kidney.Disease",13.29
"2362","Nicaragua","Chronic.Respiratory.Diseases",13.32
"4196","Ghana","Diabetes.Mellitus",13.32
"1044","Spain","Cardiovascular.Diseases",13.3200000000001
"909","Sweden","Chronic.Kidney.Disease",13.36
"5776","Belgium","Chronic.Kidney.Disease",13.37
"3446","Kenya","Cirrhosis.and.Other.Chronic.Liver.Diseases",13.38
"3606","Italy","Chronic.Kidney.Disease",13.43
"1809","Portugal","Diabetes.Mellitus",13.47
"1179","Somalia","Meningitis",13.49
"6024","Australia","Chronic.Kidney.Disease",13.49
"4454","Ethiopia","Cardiovascular.Diseases",13.56
"6206","American Samoa","Chronic.Respiratory.Diseases",13.67
"6055","Armenia","Chronic.Kidney.Disease",13.71
"227","Uruguay","Chronic.Kidney.Disease",13.73
"3731","Iran","Diabetes.Mellitus",13.74
"5088","Comoros","Digestive.Diseases",13.74
"1926","Paraguay","Digestive.Diseases",13.76
"2707","Monaco","Chronic.Kidney.Disease",13.77
"2701","Monaco","Digestive.Diseases",13.77
"2703","Monaco","Chronic.Respiratory.Diseases",13.77
"2438","Netherlands","Lower.Respiratory.Infections",13.79
"5212","Chad","Digestive.Diseases",13.79
"3793","India","Diabetes.Mellitus",13.8
"3917","Haiti","Diabetes.Mellitus",13.8
"3596","Jamaica","Alzheimer.s.Disease.and.Other.Dementias",13.81
"763","Tanzania","Neonatal.Disorders",13.83
"810","Taiwan","Digestive.Diseases",13.83
"4056","Guatemala","Interpersonal.Violence",13.84
"422","Uganda","Neonatal.Disorders",13.85
"5243","Central African Republic","Digestive.Diseases",13.87
"4474","Eswatini","Chronic.Kidney.Disease",13.89
"5339","Cameroon","Road.Injuries",13.92
"1338","Seychelles","Cirrhosis.and.Other.Chronic.Liver.Diseases",13.93
"1880","Philippines","Lower.Respiratory.Infections",13.98
"4129","Greenland","Chronic.Respiratory.Diseases",14.02
"1002","Sri Lanka","Chronic.Kidney.Disease",14.03
"4685","Dominican Republic","Digestive.Diseases",14.03
"5683","Bermuda","Chronic.Kidney.Disease",14.05
"2592","Mozambique","Neonatal.Disorders",14.05
"2408","New Zealand","Cardiovascular.Diseases",14.07
"4377","Finland","Chronic.Respiratory.Diseases",14.1
"2176","Northern Mariana Islands","Chronic.Respiratory.Diseases",14.15
"4847","Czechia","Diabetes.Mellitus",14.17
"5351","Cameroon","Neonatal.Disorders",14.17
"5617","Bolivia","Chronic.Respiratory.Diseases",14.18
"6166","Angola","Malaria",14.29
"347","United Arab Emirates","Chronic.Respiratory.Diseases",14.33
"3932","Haiti","Interpersonal.Violence",14.33
"1687","Russia","Neoplasms",14.4
"4375","Finland","Digestive.Diseases",14.41
"5653","Bhutan","Diabetes.Mellitus",14.47
"1929","Paraguay","Road.Injuries",14.49
"2088","Pakistan","Diabetes.Mellitus",14.51
"3174","Libya","Conflict.and.Terrorism",14.54
"5859","Barbados","Alzheimer.s.Disease.and.Other.Dementias",14.56
"5305","Canada","Digestive.Diseases",14.59
"5828","Belarus","Alzheimer.s.Disease.and.Other.Dementias",14.61
"1033","Spain","Chronic.Kidney.Disease",14.64
"584","Trinidad and Tobago","Interpersonal.Violence",14.66
"4935","Croatia","Chronic.Respiratory.Diseases",14.67
"5963","Azerbaijan","Diabetes.Mellitus",14.76
"35","Zambia","Digestive.Diseases",14.79
"686","Timor","Digestive.Diseases",14.8
"403","Ukraine","Alzheimer.s.Disease.and.Other.Dementias",14.81
"5802","Belarus","Cirrhosis.and.Other.Chronic.Liver.Diseases",14.81
"1871","Philippines","Diabetes.Mellitus",14.85
"527","Turkey","Alzheimer.s.Disease.and.Other.Dementias",14.86
"1344","Seychelles","Diabetes.Mellitus",14.86
"1901","Peru","Chronic.Kidney.Disease",14.91
"1922","Peru","Alzheimer.s.Disease.and.Other.Dementias",14.94
"3478","Kazakhstan","Chronic.Respiratory.Diseases",14.94
"724","Thailand","Diabetes.Mellitus",14.94
"5957","Azerbaijan","Cirrhosis.and.Other.Chronic.Liver.Diseases",14.96
"3538","Japan","Digestive.Diseases",14.98
"3420","Kiribati","Chronic.Kidney.Disease",14.98
"4533","Eritrea","Road.Injuries",14.99
"5556","Botswana","Road.Injuries",15.02
"5559","Botswana","Chronic.Kidney.Disease",15.02
"4902","Cuba","Digestive.Diseases",15.02
"5415","Burundi","Cardiovascular.Diseases",15.02
"1271","Slovakia","Alzheimer.s.Disease.and.Other.Dementias",15.04
"1612","Saint Lucia","Alzheimer.s.Disease.and.Other.Dementias",15.04
"1096","South Korea","Diabetes.Mellitus",15.06
"5616","Bolivia","Cirrhosis.and.Other.Chronic.Liver.Diseases",15.09
"4552","Eritrea","Interpersonal.Violence",15.1
"4578","Equatorial Guinea","Cardiovascular.Diseases",15.11
"283","United States","Digestive.Diseases",15.16
"2522","Namibia","Diabetes.Mellitus",15.16
"5728","Benin","HIV.AIDS",15.17
"558","Tunisia","Alzheimer.s.Disease.and.Other.Dementias",15.25
"2614","Morocco","Chronic.Kidney.Disease",15.25
"4691","Dominican Republic","Chronic.Kidney.Disease",15.26
"3755","Indonesia","Digestive.Diseases",15.29
"3901","Honduras","Interpersonal.Violence",15.32
"4748","Djibouti","Cirrhosis.and.Other.Chronic.Liver.Diseases",15.33
"6107","Argentina","Alzheimer.s.Disease.and.Other.Dementias",15.42
"6179","Andorra","Chronic.Kidney.Disease",15.46
"599","Tonga","Chronic.Kidney.Disease",15.56
"1587","Saint Lucia","Chronic.Respiratory.Diseases",15.58
"3234","Lesotho","Chronic.Kidney.Disease",15.63
"5077","Congo","HIV.AIDS",15.64
"2491","Nauru","Diabetes.Mellitus",15.65
"5956","Azerbaijan","Digestive.Diseases",15.7
"2026","Palestine","Diabetes.Mellitus",15.71
"706","Timor","HIV.AIDS",15.73
"2684","Mongolia","Alcohol.Use.Disorders",15.9
"589","Trinidad and Tobago","Alzheimer.s.Disease.and.Other.Dementias",15.92
"5177","China","Alzheimer.s.Disease.and.Other.Dementias",15.95
"5947","Bahamas","Interpersonal.Violence",15.99
"5739","Belize","Digestive.Diseases",16.01
"4164","Greece","Chronic.Kidney.Disease",16.01
"5290","Cape Verde","Lower.Respiratory.Infections",16.04
"3352","Kyrgyzstan","Digestive.Diseases",16.1
"128","Venezuela","Digestive.Diseases",16.11
"4754","Djibouti","Diabetes.Mellitus",16.11
"4979","Cote d'Ivoire","Neonatal.Disorders",16.15
"5522","Brazil","Digestive.Diseases",16.2
"2796","Mexico","Chronic.Respiratory.Diseases",16.26
"502","Turkey","Chronic.Respiratory.Diseases",16.27
"6020","Australia","Chronic.Respiratory.Diseases",16.35
"3353","Kyrgyzstan","Cirrhosis.and.Other.Chronic.Liver.Diseases",16.36
"165","Vanuatu","Chronic.Kidney.Disease",16.45
"2361","Nicaragua","Cirrhosis.and.Other.Chronic.Liver.Diseases",16.45
"3206","Liberia","Neoplasms",16.45
"3617","Italy","Cardiovascular.Diseases",16.54
"679","Togo","Malaria",16.56
"155","Venezuela","Alzheimer.s.Disease.and.Other.Dementias",16.61
"4471","Eswatini","Road.Injuries",16.64
"3152","Lithuania","Cardiovascular.Diseases",16.66
"3286","Lebanon","Alzheimer.s.Disease.and.Other.Dementias",16.66
"2338","Niger","Neoplasms",16.68
"5815","Belarus","Alcohol.Use.Disorders",16.68
"4765","Djibouti","Tuberculosis",16.69
"4619","El Salvador","Alzheimer.s.Disease.and.Other.Dementias",16.77
"2096","Pakistan","Neonatal.Disorders",16.77
"2795","Mexico","Cirrhosis.and.Other.Chronic.Liver.Diseases",16.79
"2553","Myanmar","Diabetes.Mellitus",16.86
"3082","Madagascar","Neoplasms",16.87
"5553","Botswana","Digestive.Diseases",16.9
"478","Turkmenistan","Neoplasms",16.9
"2170","Norway","Alzheimer.s.Disease.and.Other.Dementias",16.94
"4873","Cyprus","Chronic.Respiratory.Diseases",16.98
"3575","Jamaica","Chronic.Kidney.Disease",17.01
"5524","Brazil","Chronic.Respiratory.Diseases",17.03
"4908","Cuba","Chronic.Kidney.Disease",17.07
"2015","Panama","Alzheimer.s.Disease.and.Other.Dementias",17.08
"788","Tajikistan","Neoplasms",17.08
"1705","Russia","Alzheimer.s.Disease.and.Other.Dementias",17.12
